mail_address,parcels,value,n_entities,entities
URB MAYAGUEZ TERRACE 2003 CALLE DR JORGE LARRANAGA PR ESTADOS UNIDOS 00682 6634,5,696000,2,WEST SIDE RENTALS LLC | WETS SIDE RENTAL LLC
PO BOX 9024070 PO BOX 9024070 PR ESTADOS UNIDOS 00902 4070,5,2057100,3,I S HOLDING GROUP | I S HOLDING GROUP IN | RIV INC
PO BOX 1043 PR 00726,5,711000,2,NARANJA REAL ESTATE INC | NARANJA REAL ESTATES INC
PO BOX 1778 PR PUERTO RICO 00726 1778,5,2755878,2,G L INVESTMENT SE | G L INVESTMENTS S E
PMB 157 PO BOX 4956 PR 00726 4956,5,1225000,2,DREAMERS PROPERTIERS LLC | DREAMERS PROPERTIES LLC
PO BOX 8429 PR PUERTO RICO 00726,5,126413400,2,HUERTAS COLLAGE INC | HUERTAS COLLEGE INC
1511 AVE PONCE DE LEON 126 PR 00909 5002,5,536300,2,ONE GROUP PROPERTIES | ONE GROUP PROPERTIES INC
138 WINSTON CHURCHILL PMB 545 PR ESTADOS UNIDOS 00926,5,610636,5,CSR REALTY INC | LS PR INV LLC | LS PR INVEST LLC | LS PR INVESTEMS LLC | LS PR INVT LLC
PO BOX 7529 PR 00726 7529,5,1100000,2,PRRF INVESTMENT LLC | PRRF RIO PIEDRAS LLC
URB SANTA ELVIRA Q35 CALLE SANTA MARGARITA PR ESTADOS UNIDOS 00725 3442,5,1033000,3,CL FREEDOM INVESTMENT | CL FREEDOM INVESTMENTS LLC | CL FREEDON INVESTMENT LLC
PO BOX 193498 PR ESTADOS UNIDOS 00919 3498,5,1595222,2,LACA PROPERTIES INC | MADECO PROPERTIES IN
PO BOX 995 PR ESTADOS UNIDOS 00726,5,945000,3,GRAMERCY INVESMENTS LLC | GRAMERCY INVESTMENTS | GRAMERCY INVESTMENTS LLC
PMB 228 425 CARR 693 SUITE 1 PR ESTADOS UNIDOS 00646,5,1495000,2,2KD TRUST | FIDEICOMISO 2KD TRUST
PO BOX 190249 PR 00919 0249,5,1010000,2,OIM LLC | VAI LLC
PO BOX 366713 PR 00936 6713,5,2765000,4,R V PRPERTIES INVESMENT CORP | RDV PROP INV CORP | RG V PROPERTIES INVE | VR PROPERTIES CORP
PO BOX 195337 PR USA 00919 5337,5,300376,2,CENTURION PROPERTY MANAGEMENT CORP | CENTURION PROPERTY MANAGEMENT CORPORATION
PO BOX 1184 PR UNITED STATES 00664 2184,5,856000,2,VALLE VERDE DE LA PAZ LLC | VALLE VERDE DE PAZ LLC
PO BOX 140508 PR 00614 0508,5,1162000,3,FINCA AROMA DE CAFE INC | MV DENTAL LLC | WV DENTAL LLC
SUITE BS G VIG TOWER 1225 AVE PONCE DE LEON PR ESTADOS UNIDOS 00907 3907,5,1025650,2,SPANKPLUG PROPERTIES LLC | SPARKPLUG PROPERTIES LLC
STE 619 1519 AVE PONCE DE LEON PR PR 00909 1717,5,500000,2,LION CREST INVESTMENT | LION CREST INVESTMENT LLC
405 AVE ESMERALDA STE 2 170 PR PUERTO RICO 00969 4482,5,1865000,2,SANTIAGO RIVERA INMOBILIARIA LLC | SANTIAGO Y RIVERA INMOBILIARIA LLC
VILLA CAPARRA 14 CALLE PEDRO V PEDROSA PR 00966 2114,5,430000,2,GREEN INVESTMENTS CO | GREEN INVESTMENTS CORP
PMB 298 1357 AVE ASHFORD PR PUERTO RICO 00907 1400,5,1874500,2,CLIFFSIDE HOLDING LLC | CLIFFSIDE HOLDINGS LLC
PO BOX 823 PR ESTADOS UNIDOS 00738,5,490000,4,ZAMBA CORP | ZAMBA PROPERTIES COR | ZAMBA PROPERTIES CORP | ZAMBA PROPERTIES IN
1915 BROAD RIPPLE AVE IN 46220 2327,5,989500,2,BORROCON 353 LLC | RICOMAR OWNER 307 LLC
PO BOX 366246 PR ESTADOS UNIDOS 00936 6246,5,2911735,4,HBCO INVESTMENT | HEBCO INVESTMENT | HEBCO INVESTMENT INC | HEDCO INVESTMENT INC
STE 1105 239 AVE ARTERIAL HOSTOS PR PUERTO RICO 00918 1477,5,4925000,4,COSTA OIL CORP | ESCO INVESTMENT CORP | RUTA 77 GROUP CORP | SHELL PINERO GROUP CORP
1700 CARR 1 PR PUERTO RICO 00926,5,2880000,2,SUPER ASPHALT CORP | SUPER ASPHALT PAVEMENT CORP
AVE CONDADO 73 PR PUERTO RICO 00907,5,1062000,3,CASA BONITAS INC | CASAS BONITAS INC | COSAS BONITAS INC
PO BOX 191192 PR PUERTO RICO 00919 1192,5,1814000,2,CAMINO LARGO CORP | CAMINO LARGO INC
PO BOX 1985 PR PUERTO RICO 00984,5,1374500,2,LAS PICUAS CONVENIENCE STORE LLC | LAS PICUAS CONVINIENCE STORE LLC
2106 EDUARDO CONDE PR USA 00916 4312,5,652570,2,CASTILLO RENTA LLC | CASTILLO RENTAL LLC
PMB 204 PO BOX 6017 PR 00984 6017,5,1095000,2,GARAY INVESTMENT INC | ONTIME SOFT INC
2711 ANGELA WAY DR TX 77386,5,764500,2,KISLEN LLC | KISTEN LLC
PO BOX 29656 65TH INFANTRY STATION PR PUERTO RICO 00929 0656,5,2097235,2,BANCO POPULAR DE PR | REYMAR INC
33 BOLINA ST 7 A PR PUERTO RICO 00917 2013,5,1975000,3,H 38 4TH STREET LLC | H 48 4TH STREET LLC | H48 4TH STREET LLC
STE 228 COND EL CENTRO II 500 AVE MUNOZ RIVERA PR ESTADOS UNIDOS 00918 3301,5,548000,2,FIDELITAS LLC | FIDEWLITAS LLC
CALLE JOSE ABAD 1208 URB CLUB MARRIOR PR PUERTO RICO 00924,5,442341,4,JR DEVELOPMENT CORP | JR URBAN DEVELOPMENT CORP | JR URBAN INVESTMENT CORP | JR URBAN INVESTMENT CORPORATION
PMB 335 35 JUAN C DE BORBON SUITE 67 PR PUERTO RICO 00969,5,975000,3,TRIPU CORP | TRUPI CORP | TRUPLI CORP
PO BOX 8618 PR USA 00960 8618,5,62374130,2,GUSO CORPORATION | GUZO CORPORATION
PO BOX 6538 PR ESTADOS UNIDOS 00914 6538,5,4679000,4,A S G INVESTMENT COR | ASG INVEST CORP | ASG INVESTMENT CORP | ASG INVESTMENT CORPO
GARDEN VIEW 40 CALLE CIPRES PR PUERTO RICO 00612,5,919700,5,ROSA PR INVESTMENT | ROSA PR INVESTMENT L | ROSA PR INVESTMENTS | ROSA PR INVESTMENTS LLC | ROSA RP INVESTMENT L
PO BOX 364971 PR ESTADOS UNIDOS 00936 4971,5,505000,3,DARLIGTON REALTY LLC | DARLINGTON REALTY | DARLINGTON REALTY LL
STE A 4901 26TH ST W FL EU 34207 1708,5,1495000,2,CR PROPERTY GROUP LL | CR PROPERTY GROUP LLC
URB BAYAMON GARDENS LL 9 P R 00956,5,464000,5,FIVE ZONE INVESMENT CORP | FIVE ZONE INVESTMENT | FIVE ZONE INVESTMENT CORP | FIVE ZONE INVESTMENTS | FIVE ZONE INVESTMENTS CORP
PO BOX 3143 PR PR 00960,5,4100000,2,YOKOMURO LLC | YPKOMURO LLC
PMB 358 1353 AVE LUIS VIGOREAUX PR 00966 2715,5,1695256,2,EL LEGADO 63 LLC | PONCE DEVELOPER LLC
RR5 BOX 8841 PR 00956,5,570600,2,LAS CASITAS DE BUITRE LLC | LAS CASITAS DE BUITRI LLC
URB MARINA BAHIA RF22 CALLE 11 PR ESTADOS UNIDOS 00976,5,547479,2,ARREDA PR LLC | ARRENDA PR LLC
PO BOX 1052 PR 00952 1052,5,616276,2,PRODUCTORA DE AGREGADO INC | PRODUCTORA DE AGREGADOS INC
VISTAMAR MARINA ESTE H4A CALLE ANDALUCIA PR PUERTO RICO 00983,5,303000,2,PR CONSULTANTS LLC | PRC VH LUQUILLO LLC
PO BOX 360831 PR ESTADOS UNIDOS 00936 0831,5,1278000,2,ESPERITUS 356 LLC | T SQUARE INVESTMENT
PO BOX 9694 PR PUERTO RICO 00908,5,2973495,2,1959 HOLDINGS LLC | RG HOLDINGS LLC
B8 CALLE SANTA CRUZ PR 00961 6902,5,1167000,2,HERRERO NATER ESTATE LLC | HERRERO NATER REAL ESTATE LLC
PO BOX 367091 PR PUERTO RICO 00936,5,6812500,3,IMCOM INVESTMENTS CO | INCOM INVESTMENT COR | INCOM INVESTMENTS CO
COLINAS DE MONTE CARLO D18 CALLE 37 PR PR 00924 5803,5,25942821,4,GLOBAL BUINESS INVESTMENTSGROUP LLC | GLOBAL BUSINESS INVESTMENT GROUP LLC | GLOBAL BUSINESS INVESTMENTS GROUP LLC | GLOBAL BUSNESS INVESTMENTS GROUP LLC
100 PLAZA PRADERA SUITE 20 PMB 442 PR PUERTO RICO 00949,5,2375000,3,ATLANTIC PROPERTIES | ATLANTIC PROPERTIES GROUP LLC | EDUCON PROPERTIES MA
BORINQUEN GARDENS L7 CALLE PEDRO FIGARI PR PUERTO RICO 00926 6321,5,1010000,2,CRI CORP | CRI CORP REP CRISTIN
PO BOX 543 PR 00778 0543,5,726000,3,DG PROPERTIES LLC | DG PROPERTIES LLLC | DG PROPERTY LLC
PO BOX 910 PR PUERTO RICO 00978 0910,5,1280250,3,HUELVA REALTTY CORP | HUELVA REALTY CORP | HUELVA REALTY CORPOR
PO BOX 142102 PR 00614 2102,5,473000,2,FONDO INMOBILIARIO DEL NORTE LLC | FONDO INMOVILIARIO DEL NORTE LLC
PO BOX 1369 PUERTO RICO PUERTO RICO 00963,5,505000,2,COGAS PROPERTIES LLC | COQUI PROPERTIES LLC
STE C2 COND CASTILLO DEL MAR 4633 AVE ISLA VERDE PR 00979 5304,5,185000,2,J J INVESTMENTE CORP | JJ INVESTMENTS CORP
PO BOX 4952 PBM 203 PR 00726 4952,5,5300000,2,MPV PM LLC | MVP PM LLC
PO BOX 2252 PR PUERTO RICO 00745,5,2487000,5,PEREGRIMS HOLDING IN | PEREGRINA HOLDING IN | PEREGRINS HOLDINGS I | PEREGRINZ HOLDING IN | PERGRINS HOLDINS INC
PO BOX 25247 PR 00927,5,2467000,3,HAMED CORP | HAMED CORPORATION | MANED CORP
PO BOX 363529 PR PUERTO RICO 00936 3529,5,17419000,4,ASHFORD CANDINA LLC | BU HARBOUR PARTNERS LLC | GARFIELD PROPERTIES | INTERLINK REALTY INT
STE 17 670 AVE PONCE DE LEON PR 00907 3207,5,2085244,2,PINILLA HOLDING LLC | PINILLA HOLDINGS LLC
PO BOX 8429 PR ESTADOS UNIDOS 00960 8429,5,1271000,3,CRM INVESTMENT AGENC | DUO CONSTRICTOPM LLC | DUO CONSTRUCTION LLC
1324 AVE SAN ALFONSO PR PUERTO RICO 09217,5,570000,2,GARCAL REALTY CORP | GARCOL REALTY CORP
APT 202 5 AVE MUNOZ RIVERA PR ESTADOS UNIDOS 00901 2460,5,2625000,3,LINELI L L C | LINELI LLC | SM3 CORP
REPARTO METROPOLITANO 1191 CALLE 54 SE PR ESTADOS UNIDOS 00921 3140,5,540500,2,INVESTMENT BUILDING INC | INVESTMENTE BUILDING INC
URB CAPARRA TERRACE 1561 AVE JUSUS T PINERO PR PUERTO RICO 00921 5403,5,1165000,3,J A RIOLLANO CO INC | JA RIOLLANO CO INC | T A RIOLLANO CO INC
PO BOX 1142 PR 00960 1142,5,1722000,4,COOP A C DE LOMAS VE | COOP DE CREDITO LOMA | LA COOPERATIVA DE AHORRO Y CREDITO LOMAS VERDES | LA COOPERATIVA DE CR
PO BOX 9139 PR PUERTO RICO 00960,5,353060,2,HOME BY MADANA LLC | HOMES BY MADANA LLC
PO BOX 10089 PR PUERTO RICO 00908,5,289000,2,ANLE DISTRIBUTING CORP | ANLE DISTRIBUTING INC
CALLE COMERIO 300 PR US 00959,5,230000,2,N S E S | N S E S INC
PO BOX 1239 PR PUERTO RICO 00660,5,530000,2,RODRIGUEZ LAND LLC | RODRIGUEZ LAND SERVICES INC
URB SAN FCO 182 CALLE TULIPAN PR PUERTO RICO 00927 6204,5,837822,4,IMOBILIARIA 360 INC | INMOBILARIA 360 LLC | INMOBILIARIA 360 LLC | INMOBILIARIO 360 L L C
URB BALDRICH CALLE LARRINAGA 212 PR 00918,5,795478,2,PANGACA INC | PANGAEA INC
EDIF EXECUTIVE TOWER 623 AVE PONCE DE LEON STE 201A PR ESTADOS UNIDOS 00917 4820,5,350000,2,VIVALDI SERVICIOS DE SEGURIDAD INC | VIVALDI SERVICIOS DE SEGURIDAS INC
131 AVE DOMENECH PR 00918 3501,5,1336300,2,D M REALTY CORP | DM REALTY CORP
PO BOX 363671 PR ESTADOS UNIDOS 00936 3671,5,2729000,2,C VIEW 4A LLC | E R 213 L L C
URB LOS ANGELES CALLE CELESTIAL 2268 PR ESTADOS UNIDOS 00979,5,484000,3,J A M INC | JAM SONS INC | JAM SONS INC Q
CALLE PALM CIRCLE 5 COND PORTOFINO APT 1101 PR ESTADOS UNIDOS 00968 0096,5,351562,2,STEGLASO LLC | STEGLASO LLC INC
511 AVENIDA ANDALUCIA PR ESTADOS UNIDOS 00920,5,1480000,2,HCM REAL ESTATE LLC | HCM REAL ESTATES LLC
PO BOX 2127 PR ESTADOS UNIDOS 00922 2127,5,19048000,2,GDI LLC | V12 LAND LLC
G 130 CALLE D URB COSTA DE ORO PR ESTADOS UNIDOS 00646,5,1124500,2,3 LIMES IRREVOCABLE TRUST | 3 TIMES IRREVOCABLE TRUST
PO BOX 192261 PR ESTADOS UNIDOS 00919,5,14740697,2,SABANA SECA NORTH TRACT INC | SABANA SECA PARTNERS LLC
PMB 348 TORRE I STE 508 PR PUERTO RICO 00968,5,762500,2,JC REAL PROPERTIES | JC REAL PROPERTIES H
PO BOX 2111 PR 00984 2111,5,1249900,2,SHALOM PROPERTY REENTAL INC | SHALOM PROPERTY RENTAL INC
361 CALLE ANGEL BUONOMO PR 00918 1308,5,1426990,2,2B4 COLLECTIVE LLC | CTF LLC
PO BOX 12383 PR 00914 8505,5,5225000,3,UNIVERSIDAD DEL SAGRADO CORAZ N INC | UNIVERSIDAD DEL SAGRADO CORAZON INC | URNIVERSIDAD DEL SAGRADO CORAZON INC
PO BOX 190983 PR ESTADOS UNIDOS 00919 0983,5,46614147,4,INMOBILIARIA ACCE3SIBLE LLC | INMOBILIARIA ACCESIBLE LLC | INMOBILIARIA ACESIBLE LLC | INMOBILISARIA ACCESIBLE LLC
954 AVE PONCE DE LEON SUITE 204 PR PUERTO RICO 00907,5,277658,2,MR 1403 LLC | MR OCEAN 2060 LLC
MARINA BAHIA MF47 PLAZA VEINTICINCO PR ESTADOS UNIDOS 00962 6725,5,324000,2,CRASY HUNGER LLC | CRAZY HUNGER LLC
PO BOX 19791 PR PUERTO RICO 00910,5,364535,2,FARMACIA SAN RAFAEL SANTURCE INC | RAFAEL ARCANGEL LLC
PMB 335 35 CALLE JUAN C BORBON STE 67 PUERTO RICO PUERTO RICO 00969 5375,5,930215,5,PUERTA DEL CONDADO OFFICE 201 LLC | PUERTA DEL CONDADO OFFICE 202 LLC | PUERTA DEL CONDADO OFFICE 205 LLC | PUERTA DEL CONDADO OFFICE 304 LLC | PUERTA DEL CONDADO OFFICE 305 LLC
APT PH 644 AVE FERNANDEZ JUNCOS PR PUERTO RICO 00907 3103,5,3236579,4,DVM 3 LLC | DVM 4 LLC | DVM 5 LLC | DVM 6 LLC
24 AVE MU OZ RIVERA APT 911 PR ESTADOS UNIDOS 00901 2478,5,2759000,2,PERLA PROPERTIES PR | PERLA PROPERTIES PR LLC
URB LAS PALMAS DE CERRO GORDO 119 G 10 PR PUERTO RICO 00692,5,725500,3,GAD GROUP INVESMENT | GAD GROUP INVESTMENT | GADGRO GROUP INVSMEN
120 CARR 693 PR 00646,5,960000,5,CEPS SABANERA LLC | FMSP SABANERA LLC | HPSP SABANERA LLC | KSSP SABANERA LLC | VPPS SABANERA LLC
193 DORADO BCH E PR ESTADOS UNIDOS 00646 2211,5,1095000,2,DJG LLC | DJH LLC
43 CALLE REAL PALM DR PR ESTADOS UNIDOS 00692 9014,5,863500,2,BLACK FOREST REAL ESTATE LLC | BLACK FOREST REAL STATE LLC
PO BOX 1134 PR PUERTO RICO 00678 1134,5,727000,3,MULTIINVESTMENT CORP | MULTINVESTMENT CORP INC | MULTINVESTMENT CORPORATION
168 CALLE JULIAN SANCHEZ PR PUERTO RICO 00612 4859,5,225000,2,INVERSIONES RYA LLC | INVERSIONS RYA LLC
PO BOX 568 PR PUERTO RICO 00627 0568,5,2485000,3,OS REAL ESTATE CORP | QS REAL ESTATE COMPANY INC | QS REAL ESTATE CORP
